reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
4b09c482-8a92-42a6-95c5-57bd958315d5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"iklannya mbok di kondisikan, di beberapa iklannya malah kek promosi iklan judol",1,0,,2025-08-18 13:58:26,,,
2f8b62fb-105a-4c31-839c-6b7205756b6e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok buat ngisi waktu luang,5,0,,2025-08-18 13:51:12,,,
5e9e96af-adb3-4bd4-affd-49ac5b6df2b5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gamenya sangat bagus, saya ingin supaya Dev game ini dapat dimainkan saat offline juga seperti ml. trimakasih tetap semangat 🔥",5,0,1.2.6.1961,2025-08-18 13:34:29,,,1.2.6.1961
f484b3bf-4e5c-4a98-93ca-98a8d4e4f63b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menghibur bngt,5,0,1.2.6.1961,2025-08-18 13:19:16,,,1.2.6.1961
053a817b-7330-467c-9e79-2bedaa7c2d83,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ilang akun gw gara' kedaftar sama email yg sama,1,0,1.2.6.1961,2025-08-18 13:16:29,,,1.2.6.1961
61a263a3-ace0-43d1-ad46-425e864de002,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,berikan aku 10 northern baru aku bintang 5,1,0,,2025-08-18 12:59:18,,,
d796ef08-0f52-4909-a81f-8fc27d7291cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bgt,5,0,1.2.6.1961,2025-08-18 12:52:19,,,1.2.6.1961
5616b88a-aa21-4cea-b871-408b7add0b35,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game play nya sangat memuaskan ya karna itu saya memainkan magic chess ini da saya suka bermain game ini karna hobi saya di game ini susah senang, dan game ini ""MENGAJARKAN BAHWA KITA HARUS LIHAT SABAR TELITI DAN KUASAI UNTUK BISA MENAG DAN KITA JUGA BELAJAR DARI KESALAHAN DARI SALAH SEKECIL APAPUN MASALAHNYA""",5,0,,2025-08-18 12:50:22,,,
75f00990-6b66-461e-aa05-c187c613dc54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menyenangkan,5,0,1.2.6.1961,2025-08-18 12:45:13,,,1.2.6.1961
b34fd861-6789-4dd2-b5c3-2bfcbd5b75df,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apapun synerginya Hayabusa B3 solusinya,5,0,1.1.94.1861,2025-08-18 12:35:09,,,1.1.94.1861
468d28c6-72ce-48e5-a1a1-219fdc105b37,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hp kentang ku gak kuat😭😭😭😭,3,0,,2025-08-18 12:27:01,,,
e5ba56d4-bc53-41e8-ad20-39415a4eeeb4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah capek capek main tapi gak dapet bp (uang), apalah.?!",2,0,1.1.94.1861,2025-08-18 12:24:26,,,1.1.94.1861
eb970a18-c75e-45b9-b1fb-5f913caa59a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,1.2.6.1961,2025-08-18 11:55:05,,,1.2.6.1961
4ec23673-5838-42ab-8a50-ff8815d1c09b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong di perbaiki masalah jaringan nya padahal WiFi aman tapi kok masih lag,1,1,1.1.68.1562,2025-08-18 10:50:08,,,1.1.68.1562
f6d2ef4b-af57-4db9-b8e6-cb1d8277ab32,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,beda sama magic ches dulu sekarang makin sulit cih.,1,0,,2025-08-18 10:09:18,,,
dfaddce4-72df-4028-aab4-d1ca4878825c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,BURIKK KKCAK SISTEMMM,1,0,1.2.6.1961,2025-08-18 09:41:58,,,1.2.6.1961
c3c11870-1732-40cc-80d5-4eb670d4da2d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sungguh saya lebih suka versi yang lama, itu sebabnya saya memain kan MC, versi ini membuat saya jijik. berasa JD anak tiri main ini.",1,0,1.2.6.1961,2025-08-18 09:25:28,,,1.2.6.1961
bc179695-e493-48ed-ab56-0e5206194228,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gem nya seru,5,0,1.2.6.1961,2025-08-18 09:25:26,,,1.2.6.1961
551dc788-b9cd-48c1-9a3e-486c6aee5d6a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantappp,5,0,,2025-08-18 09:24:01,,,
08a7a70e-12e4-49c4-b9c5-85e8af0764c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game ampas,pake sinergi apa,di berinya hero apa",1,0,1.2.6.1961,2025-08-18 09:11:20,,,1.2.6.1961
21bc0056-cb97-4c7f-beb8-68fb716dedfd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game tolol jangan dimainin,1,0,,2025-08-18 09:06:58,,,
3c6653fe-c43c-4f8d-b68d-4c3d70de49b5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap untuk hiburan diwaktu senggang,5,0,1.2.6.1961,2025-08-18 08:55:52,,,1.2.6.1961
1a1edf81-fe6d-41c7-af5d-fc00e2d72497,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Game ga jelas semua jenis buff da d pakai tetap aja kalah.,1,0,,2025-08-18 08:41:43,,,
b4fd5056-04da-46fa-a797-664f6e715bc7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap booscu,5,0,1.2.6.1961,2025-08-18 08:33:37,,,1.2.6.1961
b87c1d29-3279-495a-8001-2de4d52875a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantep sih!!,5,0,1.2.6.1961,2025-08-18 08:25:31,,,1.2.6.1961
bcf1b4c3-4895-43cc-acda-8c8e374e588b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,1.2.6.1961,2025-08-18 08:24:18,,,1.2.6.1961
fe7fcec0-c6c7-4dd9-9747-c8f0daf1eaea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tapi sinyal.... min,5,0,1.2.6.1961,2025-08-18 08:21:07,,,1.2.6.1961
111378f9-57b7-4f6d-9d6e-ea43e4e2e832,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,semakin besar update apk,5,0,1.2.6.1961,2025-08-18 07:59:20,,,1.2.6.1961
1db73027-803e-4902-9867-23f49d3117b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok mantap juga,5,0,,2025-08-18 07:44:58,,,
d9fb5d43-1a95-4575-85bf-e3ccc954fe79,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru bagus suka sekali,5,0,1.2.6.1961,2025-08-18 07:44:46,,,1.2.6.1961
1a2a053b-25f7-46f8-a8c6-4b7398867b52,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,busuk ngeroll hero gk pernah dapet yg dipengen walaupun gk dipake orang sue,1,0,,2025-08-18 07:40:14,,,
9c0083f4-d81d-4680-a89d-5020b1fb1644,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seruan yg dulu,3,0,,2025-08-18 07:20:02,,,
eaa62e77-0495-4b4c-a86c-50a0b23ee6c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bang boger minta nerf karina apa hapus aja gapapa aku ikhlas ko ehek,4,0,1.2.6.1961,2025-08-18 07:10:07,,,1.2.6.1961
8694b026-492f-4903-a6da-e67970a852af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,asik buat game,5,0,1.2.6.1961,2025-08-18 07:08:20,,,1.2.6.1961
3cefbe95-f923-4655-930c-2fee4419f8b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru banget dan santai,5,0,,2025-08-18 06:58:10,,,
4d07bcfe-8386-43c1-8756-dc71f361a5d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,1.2.6.1961,2025-08-18 06:44:37,,,1.2.6.1961
9109b2ae-5981-49d3-852a-ee155826b6af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,permainan yg seru,5,0,1.2.6.1961,2025-08-18 06:35:06,,,1.2.6.1961
a76cfe2c-5785-44bd-9d78-97d18229e649,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game asik menghibur, untuk waktu luang",5,0,1.1.94.1861,2025-08-18 05:40:46,,,1.1.94.1861
8061782e-4637-4b06-a7b5-052139149846,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terbaik,5,0,1.2.6.1961,2025-08-18 05:18:39,,,1.2.6.1961
dccafe24-1db8-4854-8b1f-3445e2f77cec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,1.1.77.1651,2025-08-18 05:02:40,,,1.1.77.1651
bd060d40-acea-4349-bc13-b0a358c695b1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gem ini seru dari pada ML Aku sangat menyukai nya😄😄😄,5,0,1.2.6.1961,2025-08-18 04:49:06,,,1.2.6.1961
5edb0b5c-2b60-4fe5-a631-d523d88ef10c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,GAME STRATEGI YANG SANGAT HEBAT !!!,5,0,,2025-08-18 04:32:57,,,
20a7ae41-b3c8-407a-b220-cbde8f9646d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jadi makin mudah tapi seru,5,0,1.2.6.1961,2025-08-18 04:25:55,,,1.2.6.1961
a663d108-b6fb-46df-b08f-c23625b5d2ff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,1.2.6.1961,2025-08-18 04:24:59,,,1.2.6.1961
30314b8b-4ddd-4d4b-ade0-5bb2f6b9ee64,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mantap,tapi kekuatan Hero 5 gold sama dengan Hero 1 gold",4,0,1.1.59.1472,2025-08-18 04:18:50,,,1.1.59.1472
a5bfcacd-4784-4aa9-b45f-4e34928ef1cf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game busuk,1,0,1.1.59.1472,2025-08-18 04:16:09,,,1.1.59.1472
632f84fd-4988-468d-a838-1ac5f2797fa3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,online battle good,5,0,1.2.6.1961,2025-08-18 03:58:51,,,1.2.6.1961
532efb3f-9277-4477-89cd-b36edb040e3f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's so keren,5,0,1.1.94.1861,2025-08-18 03:49:40,,,1.1.94.1861
a51ae0b6-9192-4269-aab4-4fa753a2d0c8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,1.2.6.1961,2025-08-18 03:39:04,,,1.2.6.1961
0f2b7ccb-2aa8-4280-ae40-8f2bc84c5ef3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-08-18 03:32:45,,,
9c58be3d-377b-4187-b77f-07016c328174,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2025-08-18 03:24:44,,,
2bc36647-1f35-4a92-80a3-a048579e8c77,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2025-08-18 02:54:14,,,
